cycle,number,prefix,label,title,votes,own_votes,amendment_votes,first,last,final_outcome,final_result,href
43,151,S,S/151,A Spontán Privatizációt és a Közvagyon Elvesztését Feltáró Vizsgálóbizottság tagjainak és tisztségviselőinek megválasztásáról,1,1,0,2026-06-08,2026-06-08,önálló indítvány elfogadva,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%22943920bd-ee5c-478c-9926-2b1a6fb46f8c%22%7D
43,152,S,S/152,A Kegyelmi Botrány Felelőseit Feltáró Vizsgálóbizottság tagjainak és tisztségviselőinek megválasztásáról,1,1,0,2026-06-08,2026-06-08,önálló indítvány elfogadva,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%22a6157608-5247-4bd9-9d42-03f49dd70974%22%7D
43,153,S,S/153,A Gyermekvédelem Rendszerszintű Válságát Feltáró Vizsgálóbizottság tagjainak és tisztségviselőinek megválasztásáról,1,1,0,2026-06-08,2026-06-08,önálló indítvány elfogadva,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%225f2dcec0-b15c-45f8-80c0-4ec60bd744d7%22%7D
43,168,T,T/168,A pedagógusok teljesítményértékelésének megújításához szükséges törvényi rendelkezésekről,1,1,0,2026-07-07,2026-07-07,önálló indítvány elfogadva,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%221a59c253-2b96-4d79-b673-1ad6f8f1f072%22%7D
43,170,H,H/170,Az egyes házszabályi rendelkezésekről szóló 10/2014. (II. 24.) OGY határozat módosításáról,3,1,2,2026-06-15,2026-06-23,önálló indítvány minősített többséget igénylő része elfogadva,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%224e87af05-6ece-429c-b115-17a8449d9b3e%22%7D
43,172,,172,"A Magyar Köztársaság Kormánya és a Szlovák Köztársaság Kormánya között a közös államhatárt keresztező szénhidrogén szállító vezetékek építésével, üzemeltetésével, fenntartásával, rekonstrukciójával és üzemzavar-elhárításával kapcsolatos együttműködésről szóló Megállapodás módosításáról szóló Jegyzőkönyv kihirdetéséről",2,0,2,2026-07-14,2026-07-14,önálló indítvány elfogadva,Elfogadva,
43,173,,173,Egyes pénzügyi szektort érintő törvények jogharmonizációs célú módosításáról,2,0,2,2026-07-07,2026-07-07,önálló indítvány elfogadva,Elfogadva,
43,174,T,T/174,Az európai uniós forrásokhoz való hozzáférés érdekében szükséges egyes törvények módosításáról,7,1,6,2026-06-16,2026-06-23,önálló indítvány egyszerű többséget igénylő része elfogadva,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%22e96fbf08-86f7-4630-a742-ac27df16dd0f%22%7D
43,175,H,H/175,A Végrehajtási Visszaéléseket Feltáró Vizsgálóbizottság felállításáról szóló 22/2026. (V. 27.) OGY határozat módosításáról,1,1,0,2026-06-15,2026-06-15,önálló indítvány elfogadva,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%225d22730f-3914-465e-a0d0-7ae21e390bc2%22%7D
43,176,I,I/176,"Egy anya üzenete, akinek gyermekét a szívhangrendelet megmentette",1,1,0,2026-06-15,2026-06-15,Országgyűlés az interpellációs választ elfogadta,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%2258c8f413-11e7-413f-9ebf-de703ea20b40%22%7D
43,177,I,I/177,Segítik-e a válságba került gazdákat?,1,1,0,2026-06-29,2026-06-29,Országgyűlés az interpellációs választ elfogadta,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%22b42621a3-822f-4a05-994f-de8d4797d5bd%22%7D
43,178,I,I/178,Teljesítik-e a szociális dolgozók kérését?,1,1,0,2026-07-06,2026-07-06,Országgyűlés az interpellációs választ elfogadta,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%220275fad6-e191-44eb-a1df-b7cbd3a9f63a%22%7D
43,182,I,I/182,Mi lesz a Határtalanul Program jövője?,1,1,0,2026-06-15,2026-06-15,Országgyűlés az interpellációs választ elfogadta,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%2204bbdceb-59ab-430f-b57d-1ff89357eb62%22%7D
43,183,I,I/183,Mi a Kormány terve a kormányhivatalokkal?,1,1,0,2026-06-15,2026-06-15,Országgyűlés az interpellációs választ elfogadta,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%221a5d7bb9-2005-4cdd-b8e8-ff8f5c38b211%22%7D
43,184,I,I/184,Hozzáférhetővé teszi-e a kormány az abortusztablettát?,1,1,0,2026-06-22,2026-06-22,Országgyűlés az interpellációs választ elfogadta,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%228bb70aac-1760-47c4-ac1e-9e7d370e78f4%22%7D
43,200,,200,"A médiaszolgáltatásokról és a tömegkommunikációról szóló 2010. évi CLXXXV. törvény, valamint más, kapcsolódó törvények módosításáról",5,0,5,2026-06-15,2026-06-23,önálló indítvány egyszerű többséget igénylő része elfogadva,Elfogadva,
43,206,S,S/206,A Végrehajtási Visszaéléseket Feltáró Vizsgálóbizottság tagjainak és tisztségviselőinek megválasztásáról,1,1,0,2026-06-15,2026-06-15,önálló indítvány elfogadva,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%22750ad0d6-09bc-4f45-be0e-f12d14badc12%22%7D
43,210,S,S/210,"Az Országgyűlés bizottságainak létrehozásáról, tagjainak és tisztségviselőinek megválasztásáról szóló 17/2026. (V. 9.) OGY határozat módosításáról",1,1,0,2026-06-15,2026-06-15,önálló indítvány elfogadva,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%22c951207a-1b95-4130-a493-b2aa292b60ac%22%7D
43,224,H,H/224,Toroczkai László országgyűlési képviselő mentelmi ügyében,1,1,0,2026-06-15,2026-06-15,mentelmi jog fenntartva,Elutasítva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%226687a329-480a-491a-83bc-b423a2f434e6%22%7D
43,228,I,I/228,Mikor lesz átfogó reform a MÁV-nál?,1,1,0,2026-07-13,2026-07-13,Országgyűlés az interpellációs választ elfogadta,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%227c67729d-219c-44ba-bfd0-439c8ab08d1b%22%7D
43,229,T,T/229,"Az egyes felsőoktatási, családügyi és kulturális tárgyú törvények módosításáról szóló 2024. évi LXXVI. törvény módosításáról",2,2,0,2026-06-22,2026-06-23,önálló indítvány elfogadva,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%22db721d37-c87f-487b-8ed1-256cb188f2c3%22%7D
43,233,I,I/233,Miért nem vizsgálják felül a korrupciót szolgáló veszélyhelyzeti rendeleteket?,1,1,0,2026-06-29,2026-06-29,Országgyűlés az interpellációs választ elfogadta,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%224101fbde-8d27-4d4a-9e06-ca8531ffcd37%22%7D
43,234,I,I/234,Mátészalka gyászba' van! A szülészet zárva van!,1,1,0,2026-06-22,2026-06-22,Országgyűlés az interpellációs választ elfogadta,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%228a94289d-e974-4a79-b1b5-1580b532aa85%22%7D
43,237,I,I/237,Visszautasítja a kormány az Amnesty International és a Helsinki Bizottság követeléseit a migráció kapcsán?,1,1,0,2026-06-22,2026-06-22,Országgyűlés az interpellációs választ elfogadta,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%2290a8224c-ecde-43bd-bfe4-2220d4b8ff4c%22%7D
43,238,I,I/238,Veszélyben a vidéki kórházak?,1,1,0,2026-06-22,2026-06-22,Országgyűlés az interpellációs választ elfogadta,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%226edd6a29-fd42-4c4e-a2f0-214ab151f510%22%7D
43,239,I,I/239,A TISZA-kormány hajlandó-e megépíteni az alföldi oldalon is a 2x2 sávos utat?,1,1,0,2026-06-22,2026-06-22,Országgyűlés az interpellációs választ elfogadta,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%22de772222-df8f-4a8e-bb61-6e72a518a715%22%7D
43,245,T,T/245,Az árak megállapításáról szóló 1990. évi LXXXVII. törvény és a behozott kőolaj és kőolajtermékek biztonsági készletezéséről szóló 2013. évi XXIII. törvény módosításáról,3,2,1,2026-06-22,2026-06-23,önálló indítvány elfogadva,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%2271d97873-a189-4963-9e70-e05c737c974c%22%7D
43,253,T,T/253,A Magyarország helyi önkormányzatairól szóló 2011. évi CLXXXIX. törvénynek a polgármesteri és vármegyei közgyűlési elnöki javadalmazás korlátozásával összefüggő módosításáról,5,1,4,2026-06-22,2026-06-30,önálló indítvány egyszerű többséget igénylő része elfogadva,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%225940ab35-d189-464b-b139-e08de5af324d%22%7D
43,271,H,H/271,Interparlamentáris Unió Magyar Nemzeti Csoportjának megalakításáról,2,2,0,2026-06-29,2026-06-30,önálló indítvány elfogadva,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%22d8e98827-71ed-4887-b82e-f19d89987246%22%7D
43,272,,272,A kötelező egészségbiztosítás ellátásairól szóló 1997. évi LXXXIII. törvény módosításáról,3,0,3,2026-07-14,2026-07-14,önálló indítvány elfogadva,Elfogadva,
43,273,,273,Az egyes adókötelezettségekről és egyes adótörvények módosításáról szóló 2025. évi LIV. törvény módosításáról,3,0,3,2026-07-14,2026-07-14,önálló indítvány elfogadva,Elfogadva,
43,274,T,T/274,Az elmúlt rendszer titkosszolgálati tevékenységének feltárásáról és az Állambiztonsági Szolgálatok Történeti Levéltára létrehozásáról szóló 2003. évi III. törvény módosításáról,9,1,8,2026-06-29,2026-07-07,önálló indítvány egyszerű többséget igénylő része elfogadva,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%225029ffbc-e9b6-4e6e-b1d3-d03fbf2567df%22%7D
43,275,I,I/275,Sürgősen javítanak-e a sürgősségi betegellátás helyzetén?,1,1,0,2026-07-06,2026-07-06,Országgyűlés az interpellációs választ elfogadta,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%2285792df1-a4f6-44f5-a8cd-6742e6034011%22%7D
43,278,I,I/278,"A Kormány milyen konkrét intézkedéseket tervez annak érdekében, hogy Magyarország továbbra is megőrizze GMO-mentes mezőgazdasági stratégiáját?",1,1,0,2026-06-29,2026-06-29,Országgyűlés az interpellációs választ elfogadta,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%22f09f2b21-6927-475d-8cf3-606027fbdc02%22%7D
43,279,I,I/279,Ez már a jobb közigazgatás?,1,1,0,2026-06-29,2026-06-29,Országgyűlés az interpellációs választ elfogadta,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%22e93bc0e1-0568-4178-a2ca-72b06d9b41a3%22%7D
43,280,I,I/280,Ki védi meg a gyermekeket a politikától?,1,1,0,2026-06-29,2026-06-29,Országgyűlés az interpellációs választ elfogadta,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%2206e1eadc-4097-447e-99e7-913d76463a75%22%7D
43,281,I,I/281,Meghallja a Tisza-kormány a Független Benzinkutak Szövetségének a kérését?,1,1,0,2026-07-06,2026-07-06,Országgyűlés az interpellációs választ elfogadta,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%2228736d99-074f-4bb3-83af-cff2aee48765%22%7D
43,289,T,T/289,"A Magyar Fejlesztési Bank Részvénytársaságról szóló 2001. évi XX. törvény módosításáról, valamint a fővárosi önkormányzat csődjének elkerülését szolgáló hitel nyújtásáról szóló 2025. évi CXXXIV. törvény hatályon kívül helyezéséről",4,1,3,2026-06-29,2026-07-07,önálló indítvány egyszerű többséget igénylő része elfogadva,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%22a03ae690-eab7-43e1-ab64-9519dfac2e96%22%7D
43,303,,303,A mezőgazdasági termelést érintő időjárási és más természeti kockázatok kezeléséről szóló 2011. évi CLXVIII. törvény módosításáról,2,0,2,2026-07-28,2026-07-28,önálló indítvány elfogadva,Elfogadva,
43,304,T,T/304,"A közösségi közlekedés versenyképességének és hatékonyságának javításával összefüggő intézkedések, valamint az országos közlekedésszervező és az országos gördülőállomány-kezelő társaság létrehozása érdekében szükséges törvénymódosításokról",4,1,3,2026-07-21,2026-07-28,önálló indítvány elfogadva,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%22a807d914-174a-4aaa-b113-7c05a5e43f74%22%7D
43,305,T,T/305,A kriptoeszköz-átváltási szolgáltatást érintő egyes törvényi rendelkezések hatályon kívül helyezéséről,2,2,0,2026-07-28,2026-07-28,önálló indítvány egyszerű többséget igénylő része elfogadva,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%227e655b58-7feb-43bf-92d2-590d3ce271b9%22%7D
43,308,I,I/308,"Mi lesz a jövője a megkezdett egyházi beruházásoknak, programoknak?",1,1,0,2026-07-20,2026-07-20,Országgyűlés az interpellációs választ elfogadta,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%22274610f1-bbb2-4492-8380-d8b19475cb3a%22%7D
43,309,I,I/309,"Ki adja vissza a társasházban lakóknak, amit a Tisza-kormány elvett tőlük?",1,1,0,2026-07-06,2026-07-06,Országgyűlés az interpellációs választ elfogadta,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%228a436029-974f-49cf-ba1f-80a96ebc2ba2%22%7D
43,312,I,I/312,Önkényuralom készül?,1,1,0,2026-07-06,2026-07-06,Országgyűlés az interpellációs választ elfogadta,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%229022f80c-8f8e-47fd-b8e4-adf19fe80dff%22%7D
43,313,I,I/313,Válaszra várva: Ki védi meg a gyermekeket a politikától?,1,1,0,2026-07-06,2026-07-06,Országgyűlés az interpellációs választ elfogadta,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%22254b32af-9539-4597-b112-56c81357cf46%22%7D
43,324,T,T/324,Magyarország Alaptörvényének tizenhetedik módosítása,6,1,5,2026-07-06,2026-07-13,önálló indítvány minősített többséget igénylő része elfogadva,Elfogadva,https://www.parlament.hu/web/guest/iromanyok_mobil?iromany=%7B%22id%22%3A%22309a7016-4932-469f-949d-49c03e457304%22%7D
